ID,Title,Relase,Audience Rating,Runtime,Genre,IMDB Rating,Votes,Box Office Earnings,Director,Actors,Description,Genre1,Genre2,Genre3,Drama,Crime,Adventure,Romance,SciFi,War,Family,Music,Comedy,Mystery,Musical,Biography,Action,Western,Thriller,Horror,FilmNoir,Fantasy,Sport,History,clean_plot,genre_new
153,Rang De Basanti,-2006,Not Rated,167 min,"Comedy, Drama",8.2,"1,08,121","1,08,121",Rakeysh Omprakash Mehra,"[Aamir Khan, Soha Ali Khan, Siddharth, Sharman Joshi]","The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Comedy,Drama,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,story six young indians assist english woman film documentary freedom fighters past events lead relive long forgotten saga freedom,"['Comedy', ' Drama']"
154,Black,-2005,Not Rated,122 min,Drama,8.2,"32,730","32,730",Sanjay Leela Bhansali,"[Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor]","The cathartic tale of a young woman who cant see, hear or talk and the teacher who brings a ray of light into her dark world.",Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cathartic tale young woman cant see hear talk teacher brings ray light dark world,['Drama']
155,Batman Begins,-2005,PG-13,140 min,"Action, Adventure",8.2,"12,71,682","12,71,682",Christopher Nolan,"[Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson]","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Action,Adventure,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,training mentor batman begins fight free crime ridden gotham city corruption,"['Action', ' Adventure']"
156,Swades,-2004,Not Rated,189 min,Drama,8.2,"80,420","80,420",Ashutosh Gowariker,"[Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smit Sheth]",A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,successful indian scientist returns indian village take nanny america process rediscovers roots,['Drama']
157,Downfall,-2004,R,156 min,"Biography, Drama, History",8.2,"3,23,284","3,23,284",Oliver Hirschbiegel,"[Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes, Juliane Köhler]","Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictators final days in his Berlin bunker at the end of WWII.",Biography,Drama,History,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,traudl junge final secretary adolf hitler tells nazi dictators final days berlin bunker end wwii,"['Biography', ' Drama', ' History']"
158,Howls Moving Castle,-2004,PG,119 min,"Animation, Adventure, Family",8.2,"3,15,761","3,15,761",Hayao Miyazaki,"[Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa]","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Animation,Adventure,Family,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,unconfident young woman cursed old body spiteful witch chance breaking spell lies self indulgent yet insecure young wizard companions legged walking castle,"['Animation', ' Adventure', ' Family']"
159,A Beautiful Mind,-2001,PG-13,135 min,"Biography, Drama",8.2,"8,23,574","8,23,574",Ron Howard,"[Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer]","After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Biography,Drama,None,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,john nash brilliant asocial mathematician accepts secret work cryptography life takes turn nightmarish,"['Biography', ' Drama']"
160,Hera Pheri,-2000,Not Rated,156 min,"Action, Comedy, Crime",8.2,"54,167","54,167",Priyadarshan,"[Akshay Kumar, Sunil Shetty, Paresh Rawal, Tabu]","Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Action,Comedy,Crime,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,three unemployed men look answers money problems opportunity arrives know,"['Action', ' Comedy', ' Crime']"
161,"Lock, Stock and Two Smoking Barrels",-1998,R,107 min,"Action, Comedy, Crime",8.2,"5,22,140","5,22,140",Guy Ritchie,"[Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham]","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",Action,Comedy,Crime,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,botched card game london triggers four friends thugs weed growers hard gangsters loan sharks debt collectors collide series unexpected events sake weed cash two antique shotguns,"['Action', ' Comedy', ' Crime']"
162,L.A. Confidential,-1997,R,138 min,"Crime, Drama, Mystery",8.2,"5,19,418","5,19,418",Curtis Hanson,"[Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger]","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,corruption grows los angeles three policemen one strait laced one brutal one sleazy investigate series murders brand justice,"['Crime', ' Drama', ' Mystery']"
163,Heat,-1995,R,170 min,"Crime, Drama, Thriller",8.2,"5,59,183","5,59,183",Michael Mann,"[Al Pacino, Robert De Niro, Val Kilmer, Jon Voight]",A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,Crime,Drama,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,group professional bank robbers start feel heat police unknowingly leave clue latest heist,"['Crime', ' Drama', ' Thriller']"
164,Casino,-1995,R,178 min,"Crime, Drama",8.2,"4,49,607","4,49,607",Martin Scorsese,"[Robert De Niro, Sharon Stone, Joe Pesci, James Woods]","A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive, compete against each other over a gambling empire, and over a fast living and fast loving socialite.",Crime,Drama,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tale greed deception money power murder occur two best friends mafia enforcer casino executive compete gambling empire fast living fast loving socialite,"['Crime', ' Drama']"
165,Andaz Apna Apna,-1994,PG,160 min,"Comedy, Romance",8.2,"48,080","48,080",Rajkumar Santoshi,"[Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor]",Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,Comedy,Romance,None,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,two slackers competing affections heiress inadvertently become protectors evil criminal,"['Comedy', ' Romance']"
166,Unforgiven,-1992,R,130 min,"Drama, Western",8.2,"3,65,228","3,65,228",Clint Eastwood,"[Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris]","Retired Old West gunslinger William Munny (Clint Eastwood) reluctantly takes on one last job, with the help of his old partner Ned Logan (Morgan Freeman) and a young man, The ""Schofield Kid"" (Jaimz Woolvett).",Drama,Western,None,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,retired old west gunslinger william munny clint eastwood reluctantly takes one last job help old partner ned logan morgan freeman young man schofield kid jaimz woolvett,"['Drama', ' Western']"
167,Indiana Jones and the Last Crusade,-1989,PG-13,127 min,"Action, Adventure",8.2,"6,73,816","6,73,816",Steven Spielberg,"[Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott]","In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitlers Nazis again to stop them from obtaining its powers.",Action,Adventure,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,father professor henry jones sr goes missing pursuing holy grail professor henry indiana jones jr finds adolf hitlers nazis stop obtaining powers,"['Action', ' Adventure']"
168,My Neighbor Totoro,-1988,G,86 min,"Animation, Family, Fantasy",8.2,"2,75,363","2,75,363",Hayao Miyazaki,"[Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi]","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Animation,Family,Fantasy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,two girls move country near ailing mother adventures wondrous forest spirits live nearby,"['Animation', ' Family', ' Fantasy']"
169,Die Hard,-1988,R,132 min,"Action, Thriller",8.2,"7,64,824","7,64,824",John McTiernan,"[Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson]",An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Action,Thriller,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,nypd officer tries save wife several others taken hostage german terrorists christmas party nakatomi plaza los angeles,"['Action', ' Thriller']"
170,Ran,-1985,R,162 min,"Action, Drama, War",8.2,"1,07,941","1,07,941",Akira Kurosawa,"[Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû]","In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Action,Drama,War,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,medieval japan elderly warlord retires handing empire three sons however vastly underestimates new found power corrupt cause turn,"['Action', ' Drama', ' War']"
171,Raging Bull,-1980,R,129 min,"Biography, Drama, Sport",8.2,"3,12,025","3,12,025",Martin Scorsese,"[Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent]","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Biography,Drama,Sport,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,life boxer jake lamotta whose violence temper led top ring destroyed life outside,"['Biography', ' Drama', ' Sport']"
172,Stalker,-1979,Not Rated,162 min,"Drama, SciFi",8.2,"1,10,782","1,10,782",Andrei Tarkovsky,"[Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko]",A guide leads two men through an area known as the Zone to find a room that grants wishes.,Drama,SciFi,None,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guide leads two men area known zone find room grants wishes,"['Drama', ' SciFi']"
173,The Message,-1976,PG,177 min,"Biography, Drama, History",8.2,"42,669","42,669",Moustapha Akkad,"[Anthony Quinn, Irene Papas, Michael Ansara, Johnny Sekka]",This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Biography,Drama,History,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,epic historical drama chronicles life times prophet muhammad serves introduction early islamic history,"['Biography', ' Drama', ' History']"
174,Sholay,-1975,Not Rated,162 min,"Action, Adventure, Comedy",8.2,"49,913","49,913",Ramesh Sippy,"[Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan]","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Action,Adventure,Comedy,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,family murdered notorious ruthless bandit former police officer enlists services two outlaws capture bandit,"['Action', ' Adventure', ' Comedy']"
175,Monty Python and the Holy Grail,-1975,PG,91 min,"Adventure, Comedy, Fantasy",8.2,"4,89,571","4,89,571",Terry Gilliam,"[Terry Jones, Graham Chapman, John Cleese, Eric Idle]","King Arthur (Graham Chapman) and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Adventure,Comedy,Fantasy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,king arthur graham chapman knights round table embark surreal low budget search holy grail encountering many silly obstacles,"['Adventure', ' Comedy', ' Fantasy']"
176,Chinatown,-1974,R,130 min,"Drama, Mystery, Thriller",8.2,"2,85,105","2,85,105",Roman Polanski,"[Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez]","A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",Drama,Mystery,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,private detective hired expose adulterer finds caught web deceit corruption murder,"['Drama', ' Mystery', ' Thriller']"
177,The Great Escape,-1963,Not Rated,172 min,"Adventure, Drama, History",8.2,"2,18,526","2,18,526",John Sturges,"[Steve McQueen, James Garner, Richard Attenborough, Charles Bronson]",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,Adventure,Drama,History,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,allied prisoners war plan several hundred number escape german camp world war ii,"['Adventure', ' Drama', ' History']"
178,To Kill a Mockingbird,-1962,Approved,129 min,"Crime, Drama",8.2,"2,87,678","2,87,678",Robert Mulligan,"[Gregory Peck, John Megna, Frank Overton, Rosemary Murphy]","Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",Crime,Drama,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atticus finch lawyer depression era south defends black man undeserved rape charge children prejudice,"['Crime', ' Drama']"
179,Yojimbo,-1961,Not Rated,110 min,"Action, Drama, Thriller",8.2,"1,06,626","1,06,626",Akira Kurosawa,"[Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai, Yôko Tsukasa]",A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Action,Drama,Thriller,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,crafty ronin comes town divided two criminal gangs decides play free town,"['Action', ' Drama', ' Thriller']"
180,Judgment at Nuremberg,-1961,Approved,179 min,"Drama, War",8.2,"66,877","66,877",Stanley Kramer,"[Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich]","In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Drama,War,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,american court occupied germany tries four nazis judged war crimes,"['Drama', ' War']"
181,Some Like It Hot,-1959,Not Rated,121 min,"Comedy, Music, Romance",8.2,"2,36,835","2,36,835",Billy Wilder,"[Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft]","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Comedy,Music,Romance,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,two male musicians witness mob hit flee state female band disguised women complications set,"['Comedy', ' Music', ' Romance']"
182,Wild Strawberries,-1957,Not Rated,91 min,"Drama, Romance",8.2,"92,103","92,103",Ingmar Bergman,"[Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand]","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Drama,Romance,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living life marked coldness aging professor forced confront emptiness existence,"['Drama', ' Romance']"
183,The Seventh Seal,-1957,Not Rated,96 min,"Drama, Fantasy",8.2,"1,58,083","1,58,083",Ingmar Bergman,"[Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe]","A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Drama,Fantasy,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,man seeks answers life death existence god plays chess grim reaper black plague,"['Drama', ' Fantasy']"
184,Rififi,-1955,Not Rated,118 min,"Crime, Thriller",8.2,"25,823","25,823",Jules Dassin,"[Jean Servais, Carl Möhner, Robert Manuel, Janine Darcey]","Four men plan a technically perfect crime, but the human element intervenes...",Crime,Thriller,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,four men plan technically perfect crime human element intervenes,"['Crime', ' Thriller']"
185,Dial M for Murder,-1954,PG,105 min,"Crime, Thriller",8.2,"1,52,189","1,52,189",Alfred Hitchcock,"[Ray Milland, Grace Kelly, Robert Cummings, John Williams]",A tennis player tries to arrange his wifes murder after learning of her affair.,Crime,Thriller,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tennis player tries arrange wifes murder learning affair,"['Crime', ' Thriller']"
186,Tokyo Story,-1953,Not Rated,136 min,Drama,8.2,"49,836","49,836",Yasujirô Ozu,"[Chishû Ryû, Chieko Higashiyama, Sô Yamamura, Setsuko Hara]","An old couple visit their children and grandchildren in the city, but receive little attention.",Drama,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,old couple visit children grandchildren city receive little attention,['Drama']
187,Rashomon,-1950,Not Rated,88 min,"Crime, Drama, Mystery",8.2,"1,47,132","1,47,132",Akira Kurosawa,"[Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura]","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurais ghost and a woodcutter.",Crime,Drama,Mystery,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rape bride murder samurai husband recalled perspectives bandit bride samurais ghost woodcutter,"['Crime', ' Drama', ' Mystery']"
